Date,AMC,GME,ORCL,HD,PFE
2/26/2018,15.45,16.08,51.169998,188.460007,35.189754
2/27/2018,15.75,15.57,50.73,184.979996,34.914612
2/28/2018,15,15.69,50.669998,182.270004,34.449715
3/1/2018,14.75,15.97,49.709999,179.639999,33.804554
3/2/2018,15.75,15.93,50.32,178.460007,34.108158
3/5/2018,15.75,16.049999,51.290001,181.740005,34.269451
3/6/2018,15.95,16.059999,51.5,181.639999,34.041744
3/7/2018,15.7,15.94,51.720001,178.580002,34.089184
3/8/2018,15.55,15.64,52.130001,177.940002,34.629982
3/9/2018,15.7,15.85,52.970001,182.160004,34.886147
3/12/2018,15.65,15.55,52.900002,179.710007,34.734344
3/13/2018,14.75,15.61,52.580002,178.350006,34.867172
3/14/2018,15.05,15.46,52.32,177.410004,34.487667
3/15/2018,14.75,15.31,52.369999,178.070007,34.705883
3/16/2018,14.2,15.42,52.27,178.960007,34.895638
3/19/2018,14.15,14.81,51.950001,177.100006,34.468693
3/20/2018,14.05,14.47,47.049999,178.160004,34.468693
3/21/2018,14.15,14.02,47.02,178.020004,34.411766
3/22/2018,13.8,13.83,45.889999,175.289993,33.776093
3/23/2018,13.9,13.5,44.790001,171.800003,32.722961
3/26/2018,13.95,14.04,46.48,176.380005,33.244781
3/27/2018,13.6,13.88,45.380001,174.679993,33.21632
3/28/2018,13.5,14.15,44.98,174.759995,33.491463
3/29/2018,14.05,12.62,45.75,178.240005,33.671726
4/2/2018,14.15,12.82,45.009998,172.899994,33.254269
4/3/2018,15.25,13.01,44.889999,173.759995,33.851994
4/4/2018,15.4,13.34,45.509998,177.440002,34.278938
4/5/2018,16.35,13.56,45.959999,179.130005,33.899429
4/6/2018,16.450001,13.43,44.830002,174.449997,33.368122
4/9/2018,16.450001,13.48,44.900002,172.509995,33.643265
4/10/2018,16.799999,13.68,45.82,173.490005,34.108158
4/11/2018,16.700001,13.84,45.610001,172.860001,33.956356
4/12/2018,16.5,13.63,45.880001,173.360001,34.459202
4/13/2018,16.950001,13.61,46.080002,172.800003,34.459202
4/16/2018,17.15,13.81,46.049999,174.429993,34.658443
4/17/2018,17.4,13.94,46.66,174.910004,34.468693
4/18/2018,17.549999,13.66,47.080002,179.850006,34.620495
4/19/2018,17.25,13.52,46.82,177.080002,34.658443
4/20/2018,17,12.88,46.23,177.009995,34.753323
4/23/2018,17.15,13.2,45.799999,177.660004,34.914612
4/24/2018,17.200001,13.41,45.529999,176.259995,35.161289
4/25/2018,17.25,13.46,45.75,177.389999,34.800758
4/26/2018,17.200001,13.67,45.959999,185.720001,34.962048
4/27/2018,17.200001,13.86,45.529999,186.460007,35.104362
4/30/2018,17.450001,13.65,45.669998,184.800003,34.734344
5/1/2018,16.4,13.85,45.950001,184.630005,33.586338
5/2/2018,16.5,13.45,45.509998,185.910004,33.102467
5/3/2018,16.549999,12.83,45.060001,183.190002,32.979126
5/4/2018,16.299999,13,45.709999,185.029999,33.055027
5/7/2018,17.200001,12.89,46.07,183.559998,33.140415
5/8/2018,16.799999,12.79,45.939999,185.039993,33.187855
5/9/2018,16.049999,12.93,46.580002,186.360001,33.368122
5/10/2018,16.450001,13.03,46.93,187.160004,33.244781
5/11/2018,16.299999,12.71,46.82,190.309998,33.681213
5/14/2018,16.4,13.26,46.82,191.080002,34.02277
5/15/2018,16.549999,13.51,46.810001,187.979996,33.861481
5/16/2018,16.6,13.55,46.73,186.380005,33.851994
5/17/2018,16.6,13.62,46.540001,185.330002,33.880455
5/18/2018,16.1,12.46,46.32,187.419998,33.814041
5/21/2018,16.049999,12.78,47.209999,189.789993,33.965843
5/22/2018,15.6,12.67,46.369999,186.869995,33.889942
5/23/2018,15.2,12.72,46.900002,186.669998,34.127136
5/24/2018,15.25,12.74,46.459999,187.149994,34.051231
5/25/2018,15.05,12.67,47,186.850006,33.851994
5/29/2018,14.45,13.05,46.259998,185,33.870968
5/30/2018,14.85,13.42,47.049999,187.089996,34.203037
5/31/2018,14.8,13.2,46.720001,186.550003,34.089184
6/1/2018,14.8,13.72,47.349998,187.350006,34.392788
6/4/2018,14.55,14.24,47.32,191.360001,34.582542
6/5/2018,14.75,14.6,47.130001,191.940002,34.573055
6/6/2018,14.7,14.42,47.75,193.589996,34.516129
6/7/2018,14.65,14.49,47.68,196.169998,34.620495
6/8/2018,14.45,14.53,48.18,198.330002,34.791271
6/11/2018,14.95,14.29,48.189999,199.639999,34.440228
6/12/2018,15.65,14.05,48.450001,201.309998,34.440228
6/13/2018,15.45,13.33,48.27,200.309998,34.364326
6/14/2018,15.75,12.85,45.900002,199.669998,34.3074
6/15/2018,15.6,13.96,46.279999,200.539993,34.497154
6/18/2018,16,15.2,46.52,200.690002,34.3074
6/19/2018,16.25,15.75,46.27,199.210007,34.364326
6/20/2018,16.6,15.71,42.82,199.080002,34.59203
6/21/2018,17.200001,15.53,43.099998,200.309998,34.440228
6/22/2018,16.6,15.52,44.099998,197.410004,34.639469
6/25/2018,16.5,15.11,44.279999,196.380005,34.516129
6/26/2018,15.85,14.97,44.41,196.360001,34.516129
6/27/2018,15.6,14.6,43.450001,195.020004,34.354839
6/28/2018,16.15,14.88,43.84,195.210007,34.497154
6/29/2018,15.9,14.57,44.060001,195.100006,34.421253
7/2/2018,15.75,14.16,44.950001,194.020004,34.468693
7/3/2018,15.85,14.05,44.720001,193.619995,34.487667
7/5/2018,16.799999,14.63,45.41,194.410004,34.981026
7/6/2018,17.299999,15.15,46,194.479996,35.208729
7/9/2018,17.15,15.47,46.73,196.080002,35.256168
7/10/2018,17.35,14.86,46.990002,197.610001,35.512333
7/11/2018,17.4,14.7,47.639999,196.949997,35.303604
7/12/2018,17,15.09,48.150002,197.949997,35.597721
7/13/2018,17.049999,15.28,48.630001,198.690002,35.607212
7/16/2018,16.700001,15.22,48.459999,198.880005,35.464897
7/17/2018,16.85,14.58,48.900002,201.100006,35.721062
7/18/2018,16.35,14.58,48.639999,200.970001,35.730549
7/19/2018,16.450001,14.92,48.439999,202.630005,35.445919
7/20/2018,15.95,15.08,48.52,202.449997,35.417458
7/23/2018,15.55,14.89,48.669998,202.229996,35.303604
7/24/2018,15.5,14.78,48.669998,201.990005,35.768501
7/25/2018,15.25,14.51,48.950001,201,36.043644
7/26/2018,15.7,14.81,48.869999,199.399994,36.204933
7/27/2018,15.7,14.83,48.630001,197.139999,36.442123
7/30/2018,15.35,14.7,47.73,197.279999,36.612904
7/31/2018,16.299999,14.41,47.68,197.520004,37.884251
8/1/2018,16.049999,14.73,47.349998,196.300003,38.206833
8/2/2018,16.549999,14.62,47.900002,195.660004,37.618595
8/3/2018,17.15,14.85,48.470001,195.639999,38.462997
8/6/2018,17.299999,14.86,48.669998,195.690002,38.937382
8/7/2018,17.200001,15.12,48.48,197.050003,38.747627
8/8/2018,17.5,15.25,48.389999,198.020004,39.288425
8/9/2018,16.9,15.21,48.540001,198.080002,38.899429
8/10/2018,17.450001,15.32,48.32,196.300003,38.833015
8/13/2018,17.450001,15.21,48.009998,194.139999,38.719166
8/14/2018,17.5,15.5,48.23,193.100006,38.624287
8/15/2018,17.700001,15.42,47.84,193.990005,39.051231
8/16/2018,18.1,15.22,48.099998,195.389999,39.297913
8/17/2018,18.35,15.33,48.360001,195.559998,39.933586
8/20/2018,18.549999,15.85,48.419998,197.929993,40.161289
8/21/2018,18.85,16.49,48.41,200.229996,40
8/22/2018,19,16.98,48.799999,198.970001,39.914612
8/23/2018,19.200001,16.76,48.959999,200.160004,40.037952
8/24/2018,19.15,16.549999,49.259998,201.300003,40.227703
8/27/2018,18.700001,14.71,49.330002,201.979996,39.449715
8/28/2018,19.15,14.03,48.639999,201.970001,39.373814
8/29/2018,18.950001,14.12,48.889999,201.679993,39.373814
8/30/2018,18.799999,13.58,48.380001,199.259995,39.373814
8/31/2018,19.049999,13.27,48.580002,200.770004,39.392788
9/4/2018,19.25,14.05,48.580002,205.080002,39.250473
9/5/2018,19.299999,16.26,48.040001,204.149994,39.705883
9/6/2018,19.75,16.139999,47.709999,205.889999,39.639469
9/7/2018,19.9,16.129999,47.810001,206.229996,40.037952
9/10/2018,19.9,16,48.860001,210.690002,39.905125
9/11/2018,19.799999,16.16,48.919998,213.850006,40.142315
9/12/2018,20.049999,16.66,49.34,211.979996,40.23719
9/13/2018,20.1,17.040001,48.959999,209.449997,40.654648
9/14/2018,19.799999,16.790001,49.25,209.070007,40.759014
9/17/2018,19.950001,16.610001,49.18,208.399994,40.806454
9/18/2018,20,16.5,49.029999,211.020004,41.280834
9/19/2018,20.65,16.6,49.43,211.679993,41.043644
9/20/2018,20.75,16.49,50.43,211.059998,41.508537
9/21/2018,21.35,16.52,51.099998,212.389999,41.802658
9/24/2018,20.4,15.52,51.240002,207.990005,41.679317
9/25/2018,19.9,16.02,51.720001,207.460007,41.54649
9/26/2018,20.15,15.59,51.630001,207.520004,41.442123
9/27/2018,20.450001,15.55,51.689999,206.839996,41.650852
9/28/2018,20.5,15.27,51.560001,207.149994,41.812145
10/1/2018,19.860001,15.28,51.799999,207.600006,42.0019
10/2/2018,19.76,14.87,50.23,204.75,41.95446
10/3/2018,20.09,14.92,49.75,203.740005,42.514233
10/4/2018,19.969999,14.82,49.470001,198.850006,42.409866
10/5/2018,19.700001,14.68,49.349998,196.380005,42.609108
10/8/2018,19.6,14.98,49.360001,198.410004,42.960152
10/9/2018,19.610001,14.76,48.869999,195.75,43.140415
10/10/2018,18.75,14.83,47.400002,193.699997,42.229603
10/11/2018,18.41,14.66,46.779999,189.740005,40.616699
10/12/2018,18.860001,14.8,47.380001,192.470001,41.537003
10/15/2018,19.27,14.88,47.119999,191.169998,40.910816
10/16/2018,20.15,15.29,48.23,193.580002,41.679317
10/17/2018,19.809999,15.32,47.860001,185.169998,42.28653
10/18/2018,19.639999,15.06,47.380001,180.440002,41.745731
10/19/2018,19.809999,14.73,47.59,179.850006,42.220116
10/22/2018,19.799999,15.12,47.939999,178.75,42.096775
10/23/2018,19.700001,15.27,47.990002,178.529999,41.840607
10/24/2018,17.83,15.07,46.759998,176.970001,40.303604
10/25/2018,18.709999,14.44,47.959999,179.070007,41.185959
10/26/2018,17.83,13.71,47.32,172.229996,40.417458
10/29/2018,18.719999,14.53,47.02,173.199997,41.015179
10/30/2018,19.24,14.67,48.57,176.240005,40.6926
10/31/2018,19.26,14.6,48.84,175.880005,40.853889
11/1/2018,19.24,15.35,48.59,180.460007,41.432636
11/2/2018,19,15.61,48.830002,179.929993,40.730549
11/5/2018,19.18,14.99,49.02,182.190002,41.290321
11/6/2018,18.42,14.95,49.25,182.009995,40.806454
11/7/2018,18.379999,14.9,50.259998,187.229996,42.125237
11/8/2018,18.129999,14.86,50.43,188,41.603416
11/9/2018,15.66,14.64,50.610001,185.990005,42.011387
11/12/2018,15.19,13.88,49.220001,179.429993,41.850094
11/13/2018,15.54,13.88,49.509998,179,41.290321
11/14/2018,15.68,12.96,48.84,179.899994,40.711575
11/15/2018,14.74,13.13,50.630001,177.360001,40.996204
11/16/2018,14.05,12.79,51.169998,177.020004,41.280834
11/19/2018,13.49,13.03,49.549999,173.589996,41.916508
11/20/2018,13.29,12.28,48.330002,169.050003,41.299809
11/21/2018,13.94,13.71,48.619999,169.300003,40.891842
11/23/2018,13.88,13.5,48.700001,168.850006,40.92979
11/26/2018,14.16,14.58,48.259998,169.820007,41.119545
11/27/2018,13.45,14.72,47.439999,173.220001,41.812145
11/28/2018,13.84,15.01,48.189999,177.429993,42.599621
11/29/2018,13.96,14.63,47.900002,175.660004,43.178368
11/30/2018,13.65,13.66,48.759998,180.320007,43.861481
12/3/2018,14.22,13.87,49.830002,181.740005,43.633778
12/4/2018,14.26,13.5,48.75,175.300003,42.827324
12/6/2018,14.63,13.56,46.68,175.960007,42.675522
12/7/2018,14.27,13.68,46,172.789993,41.66983
12/10/2018,14.3,13.23,46.669998,171.690002,42.125237
12/11/2018,15.12,12.95,46.459999,172.210007,41.755219
12/12/2018,15.27,13.23,47.32,174.210007,41.897533
12/13/2018,14.86,12.79,47.23,173.869995,42.28653
12/14/2018,14.51,12.76,46.599998,172.289993,41.555977
12/17/2018,14.07,12.65,45.73,167.970001,40.901329
12/18/2018,13.96,12.73,45.849998,170.039993,40.227703
12/19/2018,13.37,12.58,46.450001,167.559998,39.819733
12/20/2018,12.98,12.43,46.240002,164.160004,39.800758
12/21/2018,12.34,11.96,44,160.479996,39.781784
12/24/2018,12.26,11.67,42.689999,158.139999,38.472485
12/26/2018,12.68,12.4,44.59,168.279999,40.028461
12/27/2018,12.2,12.18,44.970001,170.320007,40.654648
12/28/2018,12.42,12.28,44.82,170.220001,40.759014
12/31/2018,12.28,12.62,45.150002,171.820007,41.413662
1/2/2019,12.89,13.07,45.220001,172.410004,41.034157
1/3/2019,13.06,12.97,44.779999,168.610001,39.886147
1/4/2019,13.54,15.24,46.709999,173.619995,40.796963
1/7/2019,14.12,15.48,47.450001,177.039993,41.015179
1/8/2019,14.57,15.81,47.880001,177.889999,41.204933
1/9/2019,13.95,15.98,47.779999,179.729996,41.119545
1/10/2019,13.73,15.96,47.82,179.059998,40.142315
1/11/2019,14.03,15.85,48.290001,179.410004,40.683113
1/14/2019,14.13,15.64,48.18,178.809998,40.199242
1/15/2019,14.31,15.53,48.380001,176.470001,40.540798
1/16/2019,14.1,15.68,48.060001,177.039993,39.95256
1/17/2019,14.11,15.77,48.580002,174.869995,40.294117
1/18/2019,14.46,15.93,49.27,179.580002,40.351044
1/22/2019,13.51,15.27,48.939999,177.110001,40.104362
1/23/2019,13.79,15.48,49.240002,176.889999,40
1/24/2019,14.25,15.8,49.200001,177.289993,38.851994
1/25/2019,14.01,15.9,49.799999,180.399994,38.557877
1/28/2019,14.01,15.5,49.52,179.830002,37.504745
1/29/2019,14.19,11.28,49.610001,179.690002,38.681213
1/30/2019,14.12,11.2,50.360001,182.179993,39.449715
1/31/2019,14.65,11.34,50.23,183.529999,40.275143
2/1/2019,14.19,11.24,50.810001,184.369995,40.683113
2/4/2019,14.35,11.37,51.029999,186.429993,40.265656
2/5/2019,14.07,11.79,51.240002,186.389999,39.95256
2/6/2019,13.79,11.51,51.259998,184.720001,40.161289
2/7/2019,13.32,11.47,50.220001,184.070007,39.563568
2/8/2019,13.72,11.35,51.029999,184.539993,40.066414
2/11/2019,13.17,11.3,51.23,182.919998,39.544594
2/12/2019,13.26,11.55,51.220001,185.520004,39.724857
2/13/2019,13.51,11.47,51.419998,188.410004,39.563568
2/14/2019,13.65,11.33,51.48,187.710007,39.819733
2/15/2019,13.79,11.43,51.720001,192.389999,40.227703
2/19/2019,13.2,11.2,52.02,192.330002,40.417458
2/20/2019,13.67,11.2,51.77,191.850006,40.037952
2/21/2019,13.7,11.03,52.110001,191.820007,39.981026
2/22/2019,13.87,11.37,52.48,192.389999,40.759014
2/25/2019,13.64,11.55,52.560001,189.979996,40.872864
2/26/2019,13.56,11.64,52.599998,188.300003,40.815941
2/27/2019,13.87,11.67,52.380001,183.669998,40.730549
2/28/2019,14.03,11.7,52.130001,185.139999,41.129032
3/1/2019,16,11.75,52.509998,185.169998,41.138519
3/4/2019,15.5,11.57,52.040001,183.809998,40.863377
3/5/2019,15.62,11.6,52.360001,184,40.6926
3/6/2019,15.13,11.56,52.349998,184.449997,39.71537
3/7/2019,14.8,11.59,52.580002,182.509995,39.269451
3/8/2019,14.72,10.97,52.77,181.229996,38.795067
3/11/2019,14.65,11.26,52.66,182.440002,39.373814
3/12/2019,14.42,11.47,52.799999,184,39.59203
3/13/2019,14.43,11.58,53.060001,181.139999,39.857685
3/14/2019,14.48,10.95,53.049999,181.610001,39.079697
3/15/2019,14.5,11.06,52.939999,182.229996,39.639469
3/18/2019,15,11.07,53.459999,183.419998,39.667931
3/19/2019,14.75,10.96,54.040001,184.130005,40.132828
3/20/2019,14.96,10.5,52.639999,186.100006,40.009487
3/21/2019,15.42,10.55,54.040001,189.970001,40.180267
3/22/2019,15.06,10.45,52.77,188.75,39.705883
3/25/2019,15.3,10.14,52.740002,189.679993,39.743832
3/26/2019,14.94,10.35,53.279999,189.339996,40.246677
3/27/2019,14.84,10.29,52.810001,189.25,39.867172
3/28/2019,14.77,10.19,53.189999,190.059998,40.123341
3/29/2019,14.85,10.16,53.709999,191.889999,40.294117
4/1/2019,14.99,10.37,54.580002,195.639999,40.645161
4/2/2019,14.78,10.1,54.150002,194.309998,40.711575
4/3/2019,14.61,9.63,54.060001,198.610001,40.645161
4/4/2019,15.01,10.03,53.82,200.449997,40.550285
4/5/2019,14.98,9.86,53.93,202.059998,40.787476
4/8/2019,16.309999,9.94,53.720001,203.550003,40.92979
4/9/2019,16.15,9.82,53.830002,200.899994,40.645161
4/10/2019,16.15,9.97,53.970001,199.429993,40.540798
4/11/2019,16.120001,9.76,53.790001,201.479996,40.104362
4/12/2019,16.43,9.32,54.5,203.850006,39.573055
4/15/2019,16.5,8.94,54.630001,204.860001,39.933586
4/16/2019,16.59,9.08,54.59,204.470001,38.823528
4/17/2019,16.59,8.94,54.48,206.550003,37.836811
4/18/2019,16.049999,8.77,54.52,205.660004,37.362431
4/22/2019,15.26,8.65,54.619999,204.779999,36.982922
4/23/2019,15.25,8.89,54.939999,206.050003,37.400379
4/24/2019,15.44,9.01,55.18,206.720001,37.35294
4/25/2019,15.3,8.95,55.009998,206.5,37.580647
4/26/2019,15.4,8.89,55.41,203.610001,37.922199
4/29/2019,15.5,8.76,55.080002,202.160004,37.561668
4/30/2019,15.16,8.65,55.330002,203.699997,38.529411
5/1/2019,14.71,8.51,54.880001,198.800003,38.681213
5/2/2019,14.7,8.77,54.599998,201.009995,38.908916
5/3/2019,14.59,8.97,54.790001,200.559998,39.269451
5/6/2019,14.87,8.85,54.849998,199.630005,39.516129
5/7/2019,14.97,8.77,54,194.770004,38.73814
5/8/2019,14.65,8.69,53.990002,195.169998,38.851994
5/9/2019,13.63,8.52,54.25,194.580002,38.557877
5/10/2019,13.82,8.48,54.650002,194.580002,38.633778
5/13/2019,13.29,8.26,53.43,190.339996,38.491463
5/14/2019,13.5,8.53,54.130001,191.619995,38.576851
5/15/2019,13.58,8.69,54.560001,191.759995,39.041744
5/16/2019,13.4,8.67,54.639999,192.380005,39.506641
5/17/2019,13.13,8.61,54.5,192.580002,39.345352
5/20/2019,13,8.06,53.66,190.949997,39.459202
5/21/2019,13.21,8.13,54.169998,191.449997,39.535103
5/22/2019,13.04,7.9,54.200001,188.910004,39.838711
5/23/2019,12.95,7.7,53.080002,192,39.772297
5/24/2019,12.69,7.82,52.77,193.589996,39.800758
5/28/2019,12.5,7.74,51.75,191.550003,39.753323
5/29/2019,12.06,7.57,51.689999,189.990005,39.582542
5/30/2019,12.01,7.6,51.720001,191.080002,39.753323
5/31/2019,11.98,7.58,50.599998,189.850006,39.392788
6/3/2019,11.9,7.47,50.240002,189.570007,39.772297
6/4/2019,11.78,7.82,52.02,195.25,40.066414
6/5/2019,11.18,5.04,52.099998,196.690002,40.303604
6/6/2019,11.09,5.13,52.59,197.169998,40.521824
6/7/2019,10.75,5.02,53.259998,197.300003,40.721062
6/10/2019,10.94,5.44,54.009998,198.050003,40.863377
6/11/2019,11.04,5.72,53.939999,198.009995,40.483871
6/12/2019,10.69,5.5,53.619999,198.940002,40.872864
6/13/2019,10.95,5.7,53.84,202.350006,40.322582
6/14/2019,10.96,5.63,53.279999,205.770004,40.56926
6/17/2019,11.18,5.7,53.130001,206.979996,40.683113
6/18/2019,11.41,5.73,52.900002,207.479996,40.863377
6/19/2019,11.53,5.63,52.68,207.940002,41.271347
6/20/2019,10.93,5.53,56.990002,211.25,41.366222
6/21/2019,10.6,5.42,56.119999,209.389999,41.432636
6/24/2019,10.01,5.37,56.740002,205.5,41.518028
6/25/2019,9.48,5.45,56.07,204.740005,41.518028
6/26/2019,9.45,5.47,56.66,206.419998,40.787476
6/27/2019,9.49,5.54,56.77,207.020004,41.204933
6/28/2019,9.33,5.47,56.970001,207.970001,41.100571
7/1/2019,9.27,5.36,58.009998,210.279999,41.527515
7/2/2019,9.21,5.38,58.459999,210.139999,41.95446
7/3/2019,9.1,5.31,58.860001,212.100006,42.125237
7/5/2019,9.4,5.52,59.279999,211.460007,41.66983
7/8/2019,8.86,5.45,59.529999,212.910004,41.081593
7/9/2019,8.91,5.31,59.599998,212,41.148006
7/10/2019,9.22,5.18,60.150002,210.75,41.802658
7/11/2019,9.45,4.84,59.990002,214.039993,40.777988
7/12/2019,9.46,4.91,59.810001,218.229996,40.227703
7/15/2019,9.49,4.75,59.529999,218.699997,40.559772
7/16/2019,9.78,4.63,58.610001,217.259995,40.654648
7/17/2019,9.81,4.38,57.990002,215.610001,40.550285
7/18/2019,9.62,4.2,58.119999,214.440002,40.853889
7/19/2019,10.54,4.32,57.540001,213.039993,40.578747
7/22/2019,10.41,4.14,57.599998,211.270004,40.626186
7/23/2019,10.3,4.09,57.450001,213.080002,40.882355
7/24/2019,10.78,4.08,58.110001,214.710007,40.6926
7/25/2019,10.94,3.98,58.290001,215.550003,40.483871
7/26/2019,11.25,4.01,58.5,216.910004,40.882355
7/29/2019,11.45,4.12,58.060001,218.039993,39.326378
7/30/2019,11.74,4.03,57.490002,217.360001,36.802658
7/31/2019,11.83,4.02,56.299999,213.690002,36.850094
8/1/2019,11.26,3.84,55.880001,212.830002,36.290321
8/2/2019,11.62,3.78,55.84,212.149994,36.053131
8/5/2019,11.1,3.71,53.759998,204.940002,35.066414
8/6/2019,11.32,3.81,53.959999,208.800003,35.056927
8/7/2019,11.35,3.81,53.34,207.910004,34.705883
8/8/2019,12.01,3.89,54.650002,211.570007,34.981026
8/9/2019,12.18,3.59,53.900002,210.020004,34.487667
8/12/2019,11.76,3.51,53.25,207.009995,33.576851
8/13/2019,11.67,3.47,53.970001,208.330002,33.396584
8/14/2019,10.75,3.32,52.32,201.589996,32.485767
8/15/2019,10.84,3.21,52.59,201.789993,32.71347
8/16/2019,11.15,3.32,53.59,203.649994,32.874763
8/19/2019,11.39,3.38,53.869999,207.949997,33.377609
8/20/2019,11.34,3.42,52.98,217.089996,32.836811
8/21/2019,11.41,3.54,53.240002,220.399994,33.083492
8/22/2019,11.51,3.87,53.189999,221.020004,33.28273
8/23/2019,11.01,3.65,51.580002,217.470001,32.580647
8/26/2019,11.31,3.82,52.130001,218.649994,33.055027
8/27/2019,10.86,3.7,52.389999,218.210007,32.580647
8/28/2019,11.25,3.88,51.950001,221.949997,33.28273
8/29/2019,11.3,4.23,52.16,227.320007,33.519924
8/30/2019,11.11,3.97,52.060001,227.910004,33.728653
9/3/2019,11.4,3.81,51.889999,224.070007,34.269451
9/4/2019,11.71,3.98,52.970001,224.149994,33.994308
9/5/2019,12.02,4.23,53.84,228.149994,34.478176
9/6/2019,11.52,4.31,53.16,231.130005,34.629982
9/9/2019,11.68,4.76,54.540001,232.869995,34.943073
9/10/2019,11.65,5.09,55.470001,233,35.464897
9/11/2019,11.74,4.59,56.290001,232.660004,35.493359
9/12/2019,11.7,4.58,53.889999,233.800003,35.370018
9/13/2019,11.96,4.41,53.75,233.979996,35.018974
9/16/2019,11.91,4.35,53.139999,230.990005,34.943073
9/17/2019,11.49,4.33,52.869999,230.210007,34.629982
9/18/2019,11.17,4.6,52.560001,230.830002,34.516129
9/19/2019,10.77,4.44,53.369999,228.119995,34.639469
9/20/2019,10.85,4.7,53.470001,224.669998,34.810246
9/23/2019,10.72,5.02,54.02,226.25,34.383301
9/24/2019,10.71,5.01,53.349998,225.410004,34.165085
9/25/2019,10.81,5.2,53.84,228.100006,34.060722
9/26/2019,10.82,5.28,53.959999,229.789993,33.946869
9/27/2019,10.78,5.34,54.09,229.860001,34.364326
9/30/2019,10.7,5.52,55.029999,232.020004,34.089184
10/1/2019,10.62,5.58,53.799999,231.080002,33.614799
10/2/2019,10.22,5.32,53.150002,225.550003,32.922199
10/3/2019,9.93,5.42,53.860001,226.809998,33.633778
10/4/2019,9.82,5.55,55.139999,227.929993,34.089184
10/7/2019,9.78,5.49,54.799999,226.740005,33.994308
10/8/2019,9.83,5.23,54.049999,226.669998,33.614799
10/9/2019,9.39,4.99,54.529999,228.940002,33.861481
10/10/2019,9.16,5.05,55.490002,231.610001,33.956356
10/11/2019,9.22,5.37,56.889999,234.660004,34.25996
10/14/2019,8.95,5.58,56.459999,234.179993,34.440228
10/15/2019,9.17,5.61,56.349998,235.619995,34.629982
10/16/2019,9.34,5.88,55.880001,235.899994,34.478176
10/17/2019,9.34,6.03,55.060001,236.770004,34.59203
10/18/2019,9.36,5.94,54.549999,237.929993,34.59203
10/21/2019,9.22,5.93,55.130001,236.699997,34.59203
10/22/2019,9.76,6.39,54.110001,237.199997,34.563568
10/23/2019,9.87,6.43,54.130001,234.669998,34.886147
10/24/2019,9.6,6.42,54.259998,233.889999,34.525616
10/25/2019,9.72,6.35,54.169998,234.380005,34.886147
10/28/2019,9.91,6.19,54.639999,236.800003,35.370018
10/29/2019,9.81,5.81,54.799999,234.139999,36.252373
10/30/2019,9.4,5.73,54.849998,236.240005,36.508537
10/31/2019,9.37,5.44,54.490002,234.580002,36.404175
11/1/2019,9.62,5.84,55,237.339996,36.423149
11/4/2019,9.75,5.85,55.450001,234.919998,36.081593
11/5/2019,9.78,5.91,55.669998,232.199997,35.559772
11/6/2019,9.69,6.09,55.700001,234.009995,35.683113
11/7/2019,9.24,6.22,55.98,232.940002,35.018974
11/8/2019,9.62,6.09,56.490002,232.839996,35.151802
11/11/2019,9.54,6.02,56.43,231.800003,35.037952
11/12/2019,9.28,5.92,56.59,233.119995,35.075901
11/13/2019,8.8,5.94,56.209999,234.800003,34.724857
11/14/2019,8.88,5.98,56.09,236.550003,34.677418
11/15/2019,8.76,5.88,56.419998,237.289993,35.370018
11/18/2019,8.47,5.62,56.189999,238.850006,35.313091
11/19/2019,8.47,5.5,56.27,225.860001,35.730549
11/20/2019,8.13,5.46,56.240002,220.899994,35.151802
11/21/2019,7.94,5.5,56.23,218.539993,35.806454
11/22/2019,7.96,5.66,56.389999,218.029999,36.366222
11/25/2019,8.38,6.03,56.560001,218.399994,36.698292
11/26/2019,7.9,6.1,56.509998,220.759995,36.328274
11/27/2019,8.43,6.35,56.610001,223,36.650852
11/29/2019,8.18,6.34,56.139999,220.509995,36.54649
12/2/2019,8.67,6.17,55.43,217.619995,36.328274
12/3/2019,8.27,6.12,54.59,214,36.100571
12/4/2019,7.93,6.43,54.41,214.100006,36.185959
12/5/2019,7.87,6.4,54.68,213,36.081593
12/6/2019,8.05,6.68,54.830002,214.279999,36.328274
12/9/2019,8.23,6.33,55.310001,216.529999,36.356735
12/10/2019,8.1,6.51,55.82,215.899994,36.508537
12/11/2019,8.16,5.53,56.310001,212,36.26186
12/12/2019,8.3,5.58,56.470001,212.039993,36.565464
12/13/2019,8.22,5.45,54.509998,214.080002,36.366222
12/16/2019,8.35,5.5,53.990002,215.529999,37.134724
12/17/2019,8.12,6.06,52.84,217.720001,36.907021
12/18/2019,7.96,6.16,53.389999,218,36.897533
12/19/2019,7.8,6.06,53.240002,220.220001,36.973434
12/20/2019,7.73,5.99,53.599998,221.190002,37.220116
12/23/2019,7.32,5.61,53.709999,219.210007,37.305504
12/24/2019,7.51,5.44,53.439999,220.669998,37.277039
12/26/2019,7.34,5.4,53.57,220.820007,37.362431
12/27/2019,7.3,5.9,53.459999,219.970001,37.305504
12/30/2019,7.24,6.13,52.700001,217.309998,36.916508
12/31/2019,7.24,6.08,52.98,218.380005,37.172676
1/2/2020,7.46,6.31,53.950001,219.660004,37.134724
1/3/2020,7.32,5.88,53.759998,218.929993,36.935486
1/6/2020,7.12,5.85,54.040001,219.960007,36.888046
1/7/2020,7.13,5.52,54.16,218.520004,36.764706
1/8/2020,6.62,5.72,54.130001,221.789993,37.058823
